V1,Average Value of bitstampUSD Buys
9/4/2014,402.1865508
9/5/2014,422.9434626
9/6/2014,429.1771538
9/7/2014,411.4886761
9/8/2014,405.1720822
9/9/2014,402.482807
9/10/2014,385.0980866
9/11/2014,377.7645986
9/12/2014,383.5004778
9/13/2014,385.1597423
9/14/2014,378.5371166
9/15/2014,365.5129194
9/16/2014,341.7551691
9/17/2014,308.8925851
9/18/2014,320.5188482
9/19/2014,327.2444212
9/20/2014,341.793883
9/21/2014,368.5488643
9/22/2014,362.7741389
9/23/2014,359.9684786
9/24/2014,367.5902151
9/25/2014,384.3354889
9/26/2014,405.1991689
9/27/2014,394.2234295
9/28/2014,382.5555888
9/29/2014,379.6842085
9/30/2014,387.7816127
10/1/2014,389.6404706
10/2/2014,383.0957669
10/3/2014,386.397577
10/4/2014,384.3827797
10/5/2014,365.8492906
10/6/2014,357.1926831
10/7/2014,349.010643
10/8/2014,354.4335299
10/9/2014,353.9911371
10/10/2014,354.7029836
10/11/2014,344.6148578
10/12/2014,340.6580091
10/13/2014,341.9075954
10/14/2014,327.2316146
10/15/2014,324.4863355
10/16/2014,328.8228115
10/17/2014,327.004883
10/18/2014,338.2011916
10/19/2014,344.6888245
10/20/2014,345.1047219
10/21/2014,343.8610182
10/22/2014,355.4235824
10/23/2014,368.7642155
10/24/2014,367.0336429
10/25/2014,403.8349594
10/26/2014,421.457919
10/27/2014,398.8109596
10/28/2014,384.136435
10/29/2014,385.6646043
10/30/2014,395.6128084
10/31/2014,379.7400905
11/1/2014,378.9382177
11/2/2014,363.1435484
11/3/2014,352.4719923
11/4/2014,359.1119218
11/5/2014,362.5079153
11/6/2014,377.0588548
11/7/2014,383.8232241
11/8/2014,371.0932375
11/9/2014,371.1567992
11/10/2014,370.1446802
11/11/2014,378.7861235
11/12/2014,376.5716974
11/13/2014,378.3944819
11/14/2014,379.7162674
11/15/2014,378.4945714
11/16/2014,371.1322573
11/17/2014,372.2571346
11/18/2014,374.7780806
11/19/2014,375.9749928
11/20/2014,368.2517992
11/21/2014,352.4018225
11/22/2014,350.3030965
11/23/2014,353.9233126
11/24/2014,354.035489
11/25/2014,350.2262794
11/26/2014,353.4360247
11/27/2014,351.317418
11/28/2014,337.5525861
11/29/2014,323.9805347
11/30/2014,314.0267604
12/1/2014,312.9244213
12/2/2014,325.3509354
12/3/2014,324.7190684
12/4/2014,328.9798907
12/5/2014,333.6244251
12/6/2014,328.4764589
12/7/2014,319.7330341
12/8/2014,324.6635759
12/9/2014,318.1088552
12/10/2014,316.0589278
12/11/2014,315.2517309
12/12/2014,312.8541416
12/13/2014,314.951232
12/14/2014,315.8445021
12/15/2014,315.1061166
12/16/2014,298.5736812
12/17/2014,272.2173728
12/18/2014,272.2023814
12/19/2014,292.6712825
12/20/2014,282.0735948
12/21/2014,272.9745532
12/22/2014,269.2387022
12/23/2014,237.6185094
12/24/2014,192.7627704
12/25/2014,206.1315708
12/26/2014,212.5137895
12/27/2014,200.5751273
12/28/2014,208.9183768
12/29/2014,210.9925898
12/30/2014,210.6984091
12/31/2014,216.7861656
1/1/2015,233.2470878
1/2/2015,231.5313638
1/3/2015,241.498664
1/4/2015,249.5944011
1/5/2015,282.6265991
1/6/2015,258.9305783
1/7/2015,247.4756285
1/8/2015,232.6866748
1/9/2015,233.8519391
1/10/2015,227.9890386
1/11/2015,220.1447778
1/12/2015,228.0365115
1/13/2015,236.0038011
1/14/2015,225.0259753
1/15/2015,220.4323973
1/16/2015,219.8458996
1/17/2015,226.9626301
1/18/2015,224.6366474
1/19/2015,220.2138324
1/20/2015,218.7962275
1/21/2015,221.0244003
1/22/2015,220.8358991
1/23/2015,234.5697101
1/24/2015,249.1462388
1/25/2015,247.9627715
1/26/2015,235.3494572
1/27/2015,240.9785184
1/28/2015,239.6902954
1/29/2015,239.9160314
1/30/2015,245.1211365
1/31/2015,245.6847773
2/1/2015,238.9697378
2/2/2015,236.5533478
2/3/2015,238.7826981
2/4/2015,238.2216225
2/5/2015,236.436328
2/6/2015,250.406302
2/7/2015,251.2389862
2/8/2015,251.7652154
2/9/2015,265.1623476
2/10/2015,274.7474096
2/11/2015,276.3159781
2/12/2015,269.7863505
2/13/2015,272.513395
2/14/2015,274.504419
2/15/2015,274.5991932
2/16/2015,282.9715898
2/17/2015,290.8736881
2/18/2015,291.9057626
2/19/2015,294.6171384
2/20/2015,289.3600387
2/21/2015,284.1342178
2/22/2015,284.9074985
2/23/2015,290.6353499
2/24/2015,288.0037105
2/25/2015,268.0746524
2/26/2015,258.6731318
2/27/2015,261.1673588
2/28/2015,259.4833615
3/1/2015,263.9107746
3/2/2015,266.3155688
3/3/2015,251.0660777
3/4/2015,243.9018364
3/5/2015,250.3991728
3/6/2015,248.0295341
3/7/2015,251.3531355
3/8/2015,244.1908601
3/9/2015,244.8345004
3/10/2015,244.2648838
3/11/2015,243.0724652
3/12/2015,249.230332
3/13/2015,254.2725683
3/14/2015,252.759022
3/15/2015,256.2872265
3/16/2015,257.7238384
3/17/2015,254.2941417
3/18/2015,247.0271974
3/19/2015,243.1832404
3/20/2015,236.5200439
3/21/2015,236.1156466
3/22/2015,236.3424308
3/23/2015,229.0937412
3/24/2015,218.2682986
3/25/2015,220.0374392
3/26/2015,226.6313361
3/27/2015,223.4706831
3/28/2015,222.6950457
3/29/2015,224.5785393
3/30/2015,224.1969685
3/31/2015,228.2740793
4/1/2015,235.3380144
4/2/2015,234.3846708
4/3/2015,231.2609309
4/4/2015,228.3405915
4/5/2015,219.2113454
4/6/2015,222.1644381
4/7/2015,224.9687196
4/8/2015,224.6491379
4/9/2015,232.1274041
4/10/2015,234.7387179
4/11/2015,233.2256537
4/12/2015,238.6483446
4/13/2015,238.7767229
4/14/2015,234.2040676
4/15/2015,233.2398879
4/16/2015,232.3525162
4/17/2015,240.8582352
4/18/2015,242.4228309
4/19/2015,240.8826641
4/20/2015,240.9539996
4/21/2015,240.2521402
4/22/2015,241.1350438
4/23/2015,236.5648419
4/24/2015,237.2793079
4/25/2015,236.2788409
4/26/2015,235.9868124
4/27/2015,235.0981038
4/28/2015,232.6832295
4/29/2015,233.3420612
4/30/2015,235.1881631
5/1/2015,237.0276787
5/2/2015,239.2407959
5/3/2015,239.4803139
5/4/2015,236.5572448
5/5/2015,236.1281202
5/6/2015,235.7549426
5/7/2015,236.070998
5/8/2015,235.5237203
5/9/2015,233.0174012
5/10/2015,230.9117454
5/11/2015,225.1787398
5/12/2015,224.1361263
5/13/2015,225.310225
5/14/2015,224.6757912
5/15/2015,223.78017
5/16/2015,224.4351216
5/17/2015,223.8550582
5/18/2015,225.9481738
5/19/2015,229.1046263
5/20/2015,228.4014753
5/21/2015,228.9009313
5/22/2015,229.7109776
5/23/2015,229.9623616
5/24/2015,232.1521655
5/25/2015,234.6478922
5/26/2015,240.7602441
5/27/2015,250.2215095
5/28/2015,247.9098961
5/29/2015,247.058787
5/30/2015,243.3725321
5/31/2015,243.1363366
6/1/2015,245.5696787
6/2/2015,244.7503079
6/3/2015,241.7487549
6/4/2015,241.2806335
6/5/2015,241.5396163
6/6/2015,246.1770994
6/7/2015,249.3539123
6/8/2015,253.3997589
6/9/2015,261.9768325
6/10/2015,259.0036358
6/11/2015,256.1441743
6/12/2015,254.735
6/13/2015,257.5907084
6/14/2015,266.2257337
6/15/2015,272.9895311
6/16/2015,267.2325557
6/17/2015,268.7787229
6/18/2015,269.2555551
6/19/2015,283.809908
6/20/2015,292.2259029
6/21/2015,307.0443872
6/22/2015,291.9753398
6/23/2015,291.0458986
6/24/2015,290.3264747
6/25/2015,281.1541765
6/26/2015,276.8919746
6/27/2015,278.8050512
6/28/2015,276.1811671
6/29/2015,277.4329389
6/30/2015,279.0495078
7/1/2015,276.623665
7/2/2015,277.1840429
7/3/2015,284.25853
7/4/2015,289.1785952
7/5/2015,291.7373075
7/6/2015,291.9531442
7/7/2015,294.6106552
7/8/2015,290.5927724
7/9/2015,287.5876584
7/10/2015,284.6043646
7/11/2015,280.3495229
7/12/2015,279.689556
7/13/2015,283.1925774
7/14/2015,283.9278268
7/15/2015,283.335158
7/16/2015,278.9748787
7/17/2015,278.0737095
7/18/2015,270.7011243
7/19/2015,264.2858427
7/20/2015,264.3692678
7/21/2015,266.0951903
7/22/2015,268.3258554
7/23/2015,264.9878509
7/24/2015,265.0573728
7/25/2015,264.6336495
7/26/2015,257.6716254
7/27/2015,257.0652882
7/28/2015,246.177146
7/29/2015,231.352457
7/30/2015,233.2680889
7/31/2015,233.861542
8/1/2015,229.3450095
8/2/2015,229.8961102
8/3/2015,217.452827
8/4/2015,215.3303418
8/5/2015,226.3463946
8/6/2015,226.221927
8/7/2015,229.009159
8/8/2015,229.7014791
8/9/2015,228.49678
8/10/2015,228.8215784
8/11/2015,228.2314577
8/12/2015,228.712962
8/13/2015,227.5969051
8/14/2015,229.2806758
8/15/2015,233.5146025
8/16/2015,240.45461
8/17/2015,240.5622907
8/18/2015,243.8049729
8/19/2015,240.1203972
8/20/2015,238.900369
8/21/2015,239.6477114
8/22/2015,237.317639
8/23/2015,231.3657379
8/24/2015,228.8153859
8/25/2015,229.9262761
8/26/2015,227.9254024
8/27/2015,230.9533326
8/28/2015,233.0601141
8/29/2015,231.537536
8/30/2015,230.3716215
8/31/2015,227.2254404
9/1/2015,228.2499216
9/2/2015,230.0969448
9/3/2015,231.8776428
9/4/2015,235.3759875
9/5/2015,234.2422965
9/6/2015,232.6481727
9/7/2015,237.5204205
9/8/2015,237.6521472
9/9/2015,236.540045
9/10/2015,237.2226574
9/11/2015,237.566551
9/12/2015,238.4995881
9/13/2015,238.8936391
9/14/2015,238.3707355
9/15/2015,243.6006335
9/16/2015,245.0702912
9/17/2015,243.7180342
9/18/2015,243.8139037
9/19/2015,244.8559864
9/20/2015,247.0259482
9/21/2015,246.763125
9/22/2015,247.3554746
9/23/2015,251.1720931
9/24/2015,254.4341326
9/25/2015,259.9107134
9/26/2015,268.4130635
9/27/2015,264.9394132
9/28/2015,262.8855816
9/29/2015,267.5115283
9/30/2015,268.2567275
10/1/2015,273.7470112
10/2/2015,277.3961565
10/3/2015,280.218715
10/4/2015,289.4195878
10/5/2015,284.093608
10/6/2015,293.3417746
10/7/2015,301.6852531
10/8/2015,311.1413669
10/9/2015,324.6293372
10/10/2015,318.4042106
10/11/2015,316.9024592
10/12/2015,344.3395432
10/13/2015,389.3031291
10/14/2015,447.5741044
10/15/2015,399.7150223
10/16/2015,373.5223184
10/17/2015,383.4595986
10/18/2015,380.8884608
10/19/2015,375.5277795
10/20/2015,355.942679
10/21/2015,313.5431349
10/22/2015,327.8125368
10/23/2015,333.7882185
10/24/2015,334.8745526
10/25/2015,324.7460292
10/26/2015,324.3388667
10/27/2015,336.0175797
10/28/2015,334.4891965
10/29/2015,330.8246622
10/30/2015,319.0994528
10/31/2015,324.5809042
11/1/2015,323.568825
11/2/2015,323.3908278
11/3/2015,320.8590115
11/4/2015,323.8479855
11/5/2015,348.3753256
11/6/2015,357.5796385
11/7/2015,354.6189516
11/8/2015,364.0418631
11/9/2015,375.9984242
11/10/2015,364.7087363
11/11/2015,355.6763699
11/12/2015,362.612505
11/13/2015,360.2298755
11/14/2015,377.0529325
11/15/2015,391.8681302
11/16/2015,392.7396714
11/17/2015,398.9220822
11/18/2015,415.6453063
11/19/2015,415.3384872
11/20/2015,437.6888225
11/21/2015,433.9476254
11/22/2015,435.2346569
11/23/2015,441.6224224
11/24/2015,455.1592741
11/25/2015,454.0105281
11/26/2015,454.4786305
11/27/2015,459.6859914
11/28/2015,461.2951944
11/29/2015,446.7601379
11/30/2015,436.3738552
12/1/2015,437.5904895
12/2/2015,439.8543362
12/3/2015,454.0633031
12/4/2015,454.3852617
12/5/2015,427.9288728
12/6/2015,419.303822
12/7/2015,423.6028906
12/8/2015,426.6436944
12/9/2015,429.1007078
12/10/2015,425.6347145
12/11/2015,432.8905425
12/12/2015,433.0982095
12/13/2015,428.3018257
12/14/2015,432.7677501
12/15/2015,432.1617503
12/16/2015,430.1271736
12/17/2015,446.1476505
12/18/2015,454.133142
12/19/2015,449.8950907
12/20/2015,445.0454671
12/21/2015,446.1719717
12/22/2015,444.7827398
12/23/2015,430.3353185
12/24/2015,430.8185958
12/25/2015,395.7528188
12/26/2015,371.6748378
12/27/2015,383.4593843
12/28/2015,382.2290638
12/29/2015,381.6830891
12/30/2015,398.2964597
12/31/2015,412.8706996
1/1/2016,389.9647353
1/2/2016,388.3129849
1/3/2016,398.9998893
1/4/2016,394.5772282
1/5/2016,392.7972254
1/6/2016,394.1851329
1/7/2016,382.1966649
1/8/2016,375.8535096
1/9/2016,377.2027628
1/10/2016,374.5838131
1/11/2016,372.4380361
1/12/2016,373.16816
1/13/2016,370.5864823
1/14/2016,380.6149335
1/15/2016,386.9877277
1/16/2016,376.4786479
1/17/2016,375.7201168
1/18/2016,374.9331897
1/19/2016,373.6076064
1/20/2016,378.4173669
1/21/2016,377.5924154
1/22/2016,381.1383931
1/23/2016,387.4183776
1/24/2016,398.3908569
1/25/2016,402.0308479
1/26/2016,403.5589036
1/27/2016,414.8578156
1/28/2016,419.8061278
1/29/2016,419.2832891
1/30/2016,433.0246029
1/31/2016,438.7302761
2/1/2016,436.5563165
2/2/2016,424.6967531
2/3/2016,419.4892214
2/4/2016,421.8016981
2/5/2016,423.7602171
2/6/2016,431.2931193
2/7/2016,429.4304149
2/8/2016,435.6749243
2/9/2016,432.5277557
2/10/2016,429.8514869
2/11/2016,420.4143167
2/12/2016,417.1395097
2/13/2016,399.4641451
2/14/2016,404.7543408
2/15/2016,409.1697767
2/16/2016,411.5377956
2/17/2016,411.4920128
2/18/2016,413.5331924
2/19/2016,419.2403861
2/20/2016,413.1989541
2/21/2016,412.7232292
2/22/2016,413.5240455
2/23/2016,415.3081462
2/24/2016,415.2000822
2/25/2016,418.0053483
2/26/2016,410.1408532
2/27/2016,407.0302461
2/28/2016,409.9326632
2/29/2016,409.3002849
3/1/2016,415.0403967
3/2/2016,416.4446851
3/3/2016,416.0257318
3/4/2016,415.2791942
3/5/2016,415.7500113
3/6/2016,423.4360072
3/7/2016,422.6864316
3/8/2016,415.9811538
3/9/2016,412.7218145
3/10/2016,414.9452025
3/11/2016,415.3899019
3/12/2016,418.5143332
3/13/2016,417.9455778
3/14/2016,418.2527682
3/15/2016,420.8626531
3/16/2016,421.6215458
3/17/2016,420.4726931
3/18/2016,420.7139129
3/19/2016,416.4278161
3/20/2016,419.598003
3/21/2016,420.6375509
3/22/2016,424.3746154
3/23/2016,424.2760703
3/24/2016,423.8114432
3/25/2016,427.1807627
3/26/2016,429.8759511
3/27/2016,427.6089724
3/28/2016,427.587823
3/29/2016,430.149258
3/30/2016,438.7401724
3/31/2016,445.6640663
4/1/2016,447.4363566
4/2/2016,447.9959292
4/3/2016,456.1500066
4/4/2016,461.1414306
4/5/2016,465.391471
4/6/2016,456.9619077
4/7/2016,445.0885867
4/8/2016,451.5855662
4/9/2016,451.6031269
4/10/2016,451.1149419
4/11/2016,444.8261839
4/12/2016,447.7647332
4/13/2016,447.6643975
4/14/2016,447.6670026
4/15/2016,453.9327296
4/16/2016,458.5555698
4/17/2016,457.6605552
4/18/2016,459.7191837
4/19/2016,454.4779033
4/20/2016,453.4953639
4/21/2016,451.923319
4/22/2016,454.9815465
4/23/2016,455.7717373
4/24/2016,456.5579647
4/25/2016,455.6790126
4/26/2016,453.5977483
4/27/2016,454.0099487
4/28/2016,447.1005974
4/29/2016,441.6224011
4/30/2016,441.4790757
5/1/2016,439.996024
5/2/2016,441.0480363
5/3/2016,444.8603388
5/4/2016,447.398613
5/5/2016,450.1138441
5/6/2016,471.4056762
5/7/2016,496.5182165
5/8/2016,519.1993476
5/9/2016,527.0171424
5/10/2016,536.0742386
5/11/2016,534.0357952
5/12/2016,535.872955
5/13/2016,559.3323853
5/14/2016,573.694856
5/15/2016,573.1865103
5/16/2016,581.7976851
5/17/2016,580.7821227
5/18/2016,578.6504171
5/19/2016,577.4525926
5/20/2016,576.2768009
5/21/2016,588.6005446
5/22/2016,643.0546241
5/23/2016,689.8827425
5/24/2016,683.6865702
5/25/2016,683.1034169
5/26/2016,739.3013515
5/27/2016,742.3597533
5/28/2016,751.7522465
5/29/2016,755.6406421
5/30/2016,743.5912826
5/31/2016,677.1150651
6/1/2016,637.481255
6/2/2016,588.3069929
6/3/2016,654.3393328
6/4/2016,666.3227544
6/5/2016,632.4490194
6/6/2016,638.5548543
6/7/2016,647.4814199
6/8/2016,631.8616178
6/9/2016,655.5172164
6/10/2016,674.5635537
6/11/2016,691.1729442
6/12/2016,669.889246
6/13/2016,669.4292741
6/14/2016,671.6805284
6/15/2016,673.211125
6/16/2016,637.617656
6/17/2016,646.4310273
6/18/2016,646.6776198
6/19/2016,645.2696601
6/20/2016,648.3474002
6/21/2016,662.516883
6/22/2016,661.3822767
6/23/2016,658.4657908
6/24/2016,663.8239365
6/25/2016,662.8787078
6/26/2016,674.3151325
6/27/2016,676.01097
6/28/2016,671.2428882
6/29/2016,668.6235336
6/30/2016,663.7659678
7/1/2016,656.4769365
7/2/2016,652.9054875
7/3/2016,656.3118581
7/4/2016,655.7055291
7/5/2016,650.5168363
7/6/2016,653.9197301
7/7/2016,654.3891459
7/8/2016,654.7756653
7/9/2016,654.6496139
7/10/2016,634.3983776
7/11/2016,618.637041
7/12/2016,561.1416322
7/13/2016,551.1553349
7/14/2016,570.9152128
7/15/2016,570.4232352
7/16/2016,574.9669137
7/17/2016,591.1353419
7/18/2016,589.8509604
7/19/2016,585.5466991
7/20/2016,591.9395831
7/21/2016,591.9476816
7/22/2016,586.2719581
7/23/2016,585.6030916
7/24/2016,571.5084236
7/25/2016,566.3126502
7/26/2016,572.6921885
7/27/2016,572.4516468
7/28/2016,571.9372055
7/29/2016,570.8117847
7/30/2016,575.2101728
7/31/2016,578.670872
8/1/2016,580.5289317
8/2/2016,581.3373368
8/3/2016,578.5965618
8/4/2016,574.7318026
8/5/2016,577.5286496
8/6/2016,571.0959826
8/7/2016,570.7095608
8/8/2016,573.2263472
8/9/2016,574.4799009
8/10/2016,571.6964884
8/11/2016,570.2527087
8/12/2016,570.8534431
8/13/2016,580.2058863
8/14/2016,600.1296574
8/15/2016,601.428372
8/16/2016,606.0760136
8/17/2016,611.0963976
8/18/2016,622.7382452
8/19/2016,620.8589441
8/20/2016,622.2146204
8/21/2016,609.78813
8/22/2016,605.8104758
8/23/2016,607.0315754
8/24/2016,608.224428
8/25/2016,606.6337638
8/26/2016,606.545736
8/27/2016,604.359928
8/28/2016,606.3272684
8/29/2016,607.1702819
8/30/2016,606.8733615
8/31/2016,595.123972
9/1/2016,595.0916178
9/2/2016,597.7030419
9/3/2016,600.7851989
9/4/2016,598.2280406
9/5/2016,602.8200177
9/6/2016,604.2465229
9/7/2016,603.3882255
9/8/2016,603.6363666
9/9/2016,604.9896526
9/10/2016,611.370466
9/11/2016,608.7580208
9/12/2016,610.0883525
9/13/2016,608.0511448
9/14/2016,609.0759217
9/15/2016,609.2163025
9/16/2016,612.654581
9/17/2016,614.3283933
9/18/2016,612.8981891
9/19/2016,614.7201146
9/20/2016,630.831047
9/21/2016,635.8275049
9/22/2016,634.5310425
9/23/2016,635.6905738
9/24/2016,638.485
9/25/2016,638.2578203
9/26/2016,635.802033
9/27/2016,635.5509933
9/28/2016,630.9658289
9/29/2016,627.8576063
9/30/2016,629.4046759
10/1/2016,643.7687877
10/2/2016,651.3080051
10/3/2016,647.2902876
10/4/2016,651.8894092
10/5/2016,665.2084213
10/6/2016,679.6472039
10/7/2016,684.4571988
10/8/2016,704.4047683
10/9/2016,700.8675674
10/10/2016,697.3548186
10/11/2016,721.4173266
10/12/2016,726.1732589
10/13/2016,711.6979092
10/14/2016,698.429352
10/15/2016,702.1616481
10/16/2016,706.0899488
10/17/2016,703.6874966
10/18/2016,706.8105258
10/19/2016,727.1501791
10/20/2016,714.52077
10/21/2016,715.6978694
10/22/2016,706.3085613
10/23/2016,694.8705568
10/24/2016,700.7730536
10/25/2016,711.1167654
10/26/2016,727.9345085
10/27/2016,744.1250796
10/28/2016,743.7415362
10/29/2016,748.1721025
10/30/2016,731.9048261
10/31/2016,733.3530679
11/1/2016,743.0253212
11/2/2016,739.8328075
11/3/2016,734.8117141
11/4/2016,732.5616856
11/5/2016,728.7962646
11/6/2016,727.3896989
11/7/2016,729.3327861
11/8/2016,729.7119242
11/9/2016,737.3720464
11/10/2016,749.281006
11/11/2016,766.1129569
11/12/2016,761.5671653
11/13/2016,759.3725293
11/14/2016,750.909065
11/15/2016,755.7802224
11/16/2016,762.1823156
11/17/2016,768.2536615
11/18/2016,769.9788501
11/19/2016,772.2770294
11/20/2016,768.3942065
11/21/2016,775.0497361
11/22/2016,778.8637635
11/23/2016,776.8678956
11/24/2016,776.9599016
11/25/2016,778.607681
11/26/2016,786.4414018
11/27/2016,787.9867249
11/28/2016,791.3261971
11/29/2016,792.8626905
11/30/2016,814.404999
12/1/2016,855.6071423
12/2/2016,897.6268673
12/3/2016,900.6141875
12/4/2016,875.5275093
12/5/2016,899.420632
12/6/2016,921.5810975
12/7/2016,955.6038598
12/8/2016,968.0025241
12/9/2016,952.5020184
12/10/2016,955.7634651
12/11/2016,988.2235792
12/12/2016,1012.349704
12/13/2016,1019.914689
12/14/2016,1087.317373
12/15/2016,1014.465563
12/16/2016,918.8238694
12/17/2016,863.1042958
12/18/2016,916.2316142
12/19/2016,892.5780986
12/20/2016,903.1741904
12/21/2016,825.1372412
12/22/2016,779.706786
12/23/2016,799.786004
12/24/2016,826.6394159
12/25/2016,816.9881937
12/26/2016,827.8281107
12/27/2016,874.9434296
12/28/2016,882.1547347
12/29/2016,893.6562022
12/30/2016,893.0452185
12/31/2016,916.4520124
1/1/2017,917.2567909
1/2/2017,919.9804826
1/3/2017,904.0557104
1/4/2017,893.6352341
1/5/2017,906.7653031
1/6/2017,917.4832402
1/7/2017,917.760852
1/8/2017,915.8893522
1/9/2017,917.4713541
1/10/2017,945.7375437
1/11/2017,971.1512395
1/12/2017,993.3944972
1/13/2017,1009.359562
1/14/2017,1021.37008
1/15/2017,1017.191969
1/16/2017,1021.864539
1/17/2017,1041.241347
1/18/2017,1049.797733
1/19/2017,1002.506881
1/20/2017,976.6855095
1/21/2017,1007.337126
1/22/2017,1002.046171
1/23/2017,995.3480226
1/24/2017,1006.339223
1/25/2017,1009.201274
1/26/2017,1027.90236
1/27/2017,1049.054451
1/28/2017,1060.709302
1/29/2017,1051.532899
1/30/2017,1062.87111
1/31/2017,1106.263664
2/1/2017,1125.019661
2/2/2017,1154.849432
2/3/2017,1176.583097
2/4/2017,1161.581154
2/5/2017,1166.900054
2/6/2017,1187.097594
2/7/2017,1193.271083
2/8/2017,1209.939154
2/9/2017,1242.537671
2/10/2017,1273.967505
2/11/2017,1264.337327
2/12/2017,1259.314439
2/13/2017,1275.634014
2/14/2017,1240.343389
2/15/2017,1189.864588
2/16/2017,1178.336789
2/17/2017,1183.017224
2/18/2017,1162.420163
2/19/2017,1206.785306
2/20/2017,1235.858264
2/21/2017,1245.196865
2/22/2017,1251.75603
2/23/2017,1202.214569
2/24/2017,1122.665017
2/25/2017,1011.47603
2/26/2017,1011.101484
2/27/2017,1038.879806
2/28/2017,1085.294705
3/1/2017,1049.502919
3/2/2017,1036.630346
3/3/2017,981.6493041
3/4/2017,921.8307833
3/5/2017,966.9844613
3/6/2017,1009.417537
3/7/2017,1046.552272
3/8/2017,1033.49673
3/9/2017,1032.797485
3/10/2017,1051.48382
3/11/2017,1076.85635
3/12/2017,1081.526566
3/13/2017,1127.096415
3/14/2017,1141.939491
3/15/2017,1128.267104
3/16/2017,1169.738998
3/17/2017,1189.538084
3/18/2017,1186.900452
3/19/2017,1197.53559
3/20/2017,1208.210263
3/21/2017,1214.501064
3/22/2017,1216.777456
3/23/2017,1181.096742
3/24/2017,1168.621904
3/25/2017,1178.50973
3/26/2017,1166.080907
3/27/2017,1175.498852
3/28/2017,1202.597477
3/29/2017,1200.79865
3/30/2017,1222.017374
3/31/2017,1241.864207
4/1/2017,1232.900999
4/2/2017,1236.36704
4/3/2017,1244.277925
4/4/2017,1266.148194
4/5/2017,1293.126209
4/6/2017,1315.030398
4/7/2017,1323.979987
4/8/2017,1330.107428
4/9/2017,1332.781595
4/10/2017,1380.393482
4/11/2017,1437.126227
4/12/2017,1474.753377
4/13/2017,1544.054598
4/14/2017,1555.414744
4/15/2017,1540.06703
4/16/2017,1539.202643
4/17/2017,1587.500251
4/18/2017,1708.853813
4/19/2017,1748.712855
4/20/2017,1829.953964
4/21/2017,1752.412426
4/22/2017,1691.691536
4/23/2017,1781.808524
4/24/2017,1724.988473
4/25/2017,1708.639041
4/26/2017,1778.238929
4/27/2017,1826.530637
4/28/2017,1927.452691
4/29/2017,1971.74122
4/30/2017,2021.131448
5/1/2017,2121.724886
5/2/2017,2200.922457
5/3/2017,2382.141171
5/4/2017,2530.638855
5/5/2017,2362.291259
5/6/2017,2072.433793
5/7/2017,2187.929498
5/8/2017,2248.264032
5/9/2017,2262.214943
5/10/2017,2257.213986
5/11/2017,2390.156451
5/12/2017,2430.096194
5/13/2017,2522.876782
5/14/2017,2523.601194
5/15/2017,2610.229861
5/16/2017,2822.464224
5/17/2017,2790.550549
5/18/2017,2747.189798
5/19/2017,2824.357486
5/20/2017,2859.760612
5/21/2017,2911.411716
5/22/2017,2733.253443
5/23/2017,2715.242047
5/24/2017,2598.286046
5/25/2017,2322.182779
5/26/2017,2453.52639
5/27/2017,2557.999047
5/28/2017,2548.854176
5/29/2017,2556.691621
5/30/2017,2674.475389
5/31/2017,2697.86737
6/1/2017,2682.021778
6/2/2017,2714.929729
6/3/2017,2622.536683
6/4/2017,2538.596403
6/5/2017,2447.499617
6/6/2017,2398.174185
6/7/2017,2537.128259
6/8/2017,2557.169677
6/9/2017,2519.029785
6/10/2017,2449.948019
6/11/2017,2452.482527
6/12/2017,2531.828863
6/13/2017,2598.003783
6/14/2017,2570.202488
6/15/2017,2589.568807
6/16/2017,2532.100727
6/17/2017,2512.366438
6/18/2017,2536.045791
6/19/2017,2413.048977
6/20/2017,2338.595291
6/21/2017,2343.4006
6/22/2017,2365.331961
6/23/2017,2250.548104
6/24/2017,2064.857567
6/25/2017,1925.088421
6/26/2017,2077.586298
6/27/2017,2287.344155
6/28/2017,2303.80845
6/29/2017,2594.73617
6/30/2017,2719.567018
7/1/2017,2790.929073
7/2/2017,2759.682599
7/3/2017,2752.496665
7/4/2017,2588.460804
7/5/2017,2492.54587
7/6/2017,2577.592506
7/7/2017,2747.585511
7/8/2017,2711.333033
7/9/2017,2674.401996
7/10/2017,2772.731346
7/11/2017,2743.003741
7/12/2017,2708.53648
7/13/2017,2751.515437
7/14/2017,2834.635609
7/15/2017,3163.175544
7/16/2017,3234.719165
7/17/2017,3332.083159
7/18/2017,3414.160864
7/19/2017,3324.502653
7/20/2017,3398.655667
7/21/2017,3510.971484
7/22/2017,3782.453226
7/23/2017,4012.606879
7/24/2017,4201.657915
7/25/2017,4117.143712
7/26/2017,4182.673735
7/27/2017,4339.605469
7/28/2017,4189.391605
7/29/2017,4032.598879
7/30/2017,4057.240883
7/31/2017,4008.565527
8/1/2017,3900.288613
8/2/2017,4142.562555
8/3/2017,4191.536968
8/4/2017,4360.928942
8/5/2017,4305.180203
8/6/2017,4340.684369
8/7/2017,4303.916933
8/8/2017,4492.801045
8/9/2017,4567.895739
8/10/2017,4686.265253
8/11/2017,4806.946869
8/12/2017,4680.139312
8/13/2017,4556.233619
8/14/2017,4306.054993
8/15/2017,4247.857448
8/16/2017,4528.31895
8/17/2017,4581.869074
8/18/2017,4374.216364
8/19/2017,4289.504401
8/20/2017,4159.025304
